tag_01181_01748973096	நட‌க்க முடியாதவ‌ர்க‌ள் ‌சிலரை அ‌ந்த வ‌ழியாக வ‌ந்தவ‌ர்க‌ள் த‌ங்களது வாகன‌த்‌தி‌ல் ஏ‌ற்‌றி ஊ‌ட்டி மு‌க்‌கிய சாலை‌க்கு கொ‌ண்டு வ‌ந்து ‌வி‌ட்டன‌ர்
tag_03777_00989894986	கெய்ல் ரிலையன்ஸ் உள்ளிட்ட நிறுவனங்களும் பங்கு விலைச் சரிவைச் சந்தித்தன
tag_04140_01782716549	உங்கள் குணங்களை வேறு யாருக்காவது மாற்றிக் கொண்டீர்களா
tag_07879_01242971471	குருபகவானின் வக்ர கால பயணம்
tag_03191_02040466390	உடனடியாக நடிகர் சங்க கட்டிடத்தை கட்டியாக வேண்டும்
tag_04140_01921734131	இந்தோனேசியாவில் எட்டு பேருக்கு மரணதண்டனை நிறைவேற்றப்பட்டது
tag_09674_00464941068	ஏப்ரல் ஒன்று முட்டாள்கள் தினம்
tag_09162_01937243755	ஊழல் புகாரை அடுத்து குவைத் அரசு பதவி விலகியது
tag_08288_01161923961	வாடிக்கையாளர்களின் எண்ணிக்கை குறையும்
tag_08228_01095260940	சமீபத்தில் என்னிடம் வந்த ஒருவரின் ஜாதகத்தைப் பார்த்ததில் அவர் ஆசிரியர் பணிக்கு சிறப்பான நபர் என்பது தெரியவந்தது
tag_08288_01353726882	சகாரா பாலைவனப் பகுதியிலிருந்து சூரிய ஆற்றல் மூலம் ஐரோப்பாவுக்கு மின்சாரம்
tag_01409_01715255065	தங்கக் கடத்தலை தடுக்க புதிய சட்டங்கள் பிறப்பிக்கப்படும்
tag_03777_00170412218	கூடுதல் தகவல் இது பேய் படம்
tag_01818_00734176113	பல முன்னணி விளையாட்டு வீரர்களின் ஜாதகத்தைப் பார்த்ததில் இதில் உண்மை இருப்பதை கண்டறிந்தோம்
tag_03762_00131671026	பாம்பன் பாலத்தில் இன்று முதல் பதினாறாம் தேதி வரை ரயில்கள் செல்ல தடைவிதிக்கப்பட்டுள்ளது
tag_01181_01270845215	ஸ்கேன் எடுக்கும்போது இசை மனநிலையை மாற்றும்
tag_01424_00428589793	மொத்தமாக நூற்றி இருபது தினங்கள்
tag_03191_01326945414	என்ன நட்சத்திரம் என்றுதான் கேட்கப்படுகிறது
tag_07925_02054973048	அமெரிக்கப் படையின் கடைசி இராணுவக் குழுவும் ஈராக்கிலிருந்து சென்றது
tag_05935_00348437902	திருச்சி நகரின் முக்கிய அடையாளமாக திகழும் பெல் நிறுவனம் நாற்பது வருடங்கள் இயங்கி வருகின்றது
tag_00929_00212721317	வுண்டர்பார் நிறுவனத்தால் சிவகார்த்திகேயனுக்கு சம்பளம் கொடுக்க முடியவில்லை
tag_01181_00383937684	ஜோதிட ரீதியாக பரிகாரம் இல்லாத விஷயம் என்று எதுவுமில்லை
tag_03762_00953639144	இணையதளத்தில் வெளியான கபாலி பாடல் காட்சி படக்குழுவினர் அதிர்ச்சி
tag_08228_00558565186	அக்டோபரில் எழுநூறு கோடியை எட்டும் உலக மக்கள் தொகை
tag_06418_00635038544	நிதானமாக ஆடிய மற்றொரு தொடக்க ஆட்டக்காரர் சிபாபா நாற்பத்தி இரண்டு ரன்கள் எடுத்தார்
tag_09674_00124768372	வைகை ஆற்றின் கரையோற மக்களுக்கு இரண்டாம் கட்ட வெள்ள அபாய எச்சரிக்கை
tag_03777_01880942773	மலேசியாவில் கணித அறிவியல் பாடங்கள் மலே மொழியில் கற்பிக்கப்படும்
tag_07925_00769529091	ஜூன் ஐந்து சுகாதார தினம்
tag_03837_00781206054	இந்திய அணி நூற்று இருபத்தி நான்கு ரன்கள் எடுத்து அபார வெற்றி பெற்றுள்ளது
tag_07925_01671807239	நடிகர் சங்கத்தை காணவில்லை நடிகர் சங்கத்தை கட்ட வேண்டும் என்று சொல்லித்தான் பாண்டவர் அணி தேர்தலில் இறங்கியது
tag_08288_01154187906	சிலியில் பெரும் நிலநடுக்கம்
tag_01818_00181508237	ஆறு வாரங்கள் முடிவில் கணிசமான கோடிகளுடன் ஐந்தாவது இடத்தில் வேதாளம் உள்ளது
tag_01181_00665306766	காக்கா முட்டை திரைப்படம் இந்திய சினிமாவுக்கான மகுடன்
tag_05632_01741948007	பின்னர்
tag_00023_00521679466	கோவில்களில் அர்ச்சனை செய்யும்போது கூட உங்களுடைய சாதி என்ன என்று கேட்கப்படுவதில்லை என்ன நட்சத்திரம் என்றுதான் கேட்கப்படுகிறது
tag_00929_01479207795	இஞ்சி இடுப்பழகியில் நடித்தது எப்படியிருந்தது
tag_09674_01665393326	துனீசியாவின் எதிர்க்கட்சித் தலைவர் சுட்டுக் கொலை
tag_09674_00813281029	மூக்கு பற்றி ஏன் அதிகமாகச் சொல்கிறேன் என்றால் நாசிதான் சாமுத்திரிகா லட்சணத்தில் பிரதானம்
tag_01181_01646739452	இரண்டாயிரத்து பன்னிரண்டு ஆஸ்திரேலிய திறந்த சுற்று ஆண்கள் இறுதிப் போட்டியில் ஜோக்கொவிச் வெற்றி
tag_03777_01400960853	என்னுடைய அடுத்த படம் கதைக்கு முக்கியத்துவம் உள்ளதாக இருக்கும்
tag_03777_01831893245	எந்திரனில் சண்டைக் காட்சிகள் இருந்தாலும் ரஜினியின் பிற படங்களைவிட ரிஸ்க் குறைவு
tag_01818_00253808579	நான் ஒரு பெண் மட்டும்தான் என்று நினைக்கிறார்கள்
tag_01181_00057306785	நாள் ஒன்றுக்கு முப்பது கிலோ மீட்டர் தொலைவுக்கு சாலை அமைக்க அரசு திட்டமிட்டுள்ளதாகவும் நிதின் கட்கரி தெரிவித்துள்ளார்
tag_01818_00225807291	லக்னாதிபதி ராசிநாதன் ஆகிய இருவரும் நன்றாக இருக்க வேண்டும்
tag_01818_01076767067	நலிந்த நாடக கலைஞர்களுக்கு உதவித் தொகை உள்பட சலுகைகளும் உறுதி செய்தாக வேண்டும்
tag_01818_02108144019	அபாரமாக ஆடிய விராட் கோலி நூற்று பன்னிரண்டு பந்துகளில் நூறு ரன்களை கடந்தார்
tag_07925_00915566238	இரண்டாயிரத்து பதினொன்று உலகக்கோப்பை துடுப்பாட்டம் காலிறுதி மேற்கிந்தியத்தீவுகள் வெற்றி
tag_01469_00306986461	காரைதீவில் தமிழ்ச் செம்மொழி விழா
tag_08228_00009944516	ஷேன் வார்ன் ஐபிஎல் போட்டிகளில் இருந்து ஓய்வெடுக்க முடிவு
tag_05935_01703439356	தகுதியும் விருப்பமும் உள்ளவர்களிடமிருந்து விண்ணப்பங்கள் வரவேற்கப்படுகின்றன
tag_03837_00946311311	அஜித்தின் நடிப்பு எப்படி
tag_00929_01707882047	தாங்களாகவே முன்வந்து உதவி செய்த ரஜினி ரசிகர்கள் இயக்குனர் பொன்ராம் நெகிழ்ச்சி
tag_01424_01216615626	யாராவது தமிழில் பேசினால் ஓரளவு புரியும்
tag_09162_01327139110	பாகுபலி போன்ற பிரமாண்ட கனவுகளுக்கு எந்திரனே அடித்தளம்
tag_08288_00238985575	ஏடன் வளைகுடாவில் கடற்கொள்ளையை முறியடித்தது மலேசியக் கடற்படை
tag_01469_00308006675	பிரேசிலில் மேம்பாலம் இடிந்து விழுந்தது இரண்டு பேர் பலி
tag_01424_01359485339	பாக்தாத் தொடர்குண்டு வெடிப்பில் நூற்று இருபத்தி ஆறு பேர் பலி
tag_09674_01221744228	தகாத நட்புகளையும் தவிர்ப்பது நல்லது
tag_09162_00920095445	சமூகத்தின் மீதும் சின்ன சின்ன கோவமெல்லாம் வந்து நீங்கும்
tag_05632_01328020801	யூ-வளைவில் செல்க
tag_08228_01389576765	வெனிசுவேலாவில் அனைவருக்கும் வீடு
tag_03191_01526248912	மெயின் அருவிக்கரை பகுதியில் க‌ட்டட‌ம் க‌ட்ட ஆலோசனை நடத்தப்பட்டு வருகிறது
tag_08228_01792852580	அதிவேகமாக வெப்பமயமாகும் ஆர்க்டிக் துருவம்
tag_03837_01665569659	அமெரிக்காவில் பாஸ்டன் மாராத்தான் போட்டியில் இரட்டைக் குண்டுவெடிப்பு மூவர் உயிரிழப்பு
tag_08288_01678817809	தேரை பொதுப் பாதையில் கொண்டு செல்ல ஒரு தரப்பினர் எதிர்ப்புத் தெரிவித்துள்ளனர்
tag_05632_00815058503	நூற்றி ஐம்பது கெஜத்தில்
tag_01181_00708975658	மூன்று பாகங்களிலும் இவர்கள் நடித்தனர்
tag_03777_00420241675	கியூபாவில் இரட்டை நாணய முறை விலக்கிக் கொள்ளப்படவுள்ளது
tag_09674_00371035915	விமான விபத்தில் கொல்லப்பட்ட இந்திய இராணுவ வீரரின் உடல் கண்டுபிடிக்கப்பட்டது
tag_09162_00242890313	ஒரு நாள் அவருடைய ஊரில் அந்தமான் காதலி என்ற நாடகத்தை அரங்கேற்றினார்கள்
tag_08288_01989162470	ஈரானுக்கெதிரான ஐக்கிய நாட்டு சபையின் மூன்றாவது பொருளாதாரத் தடை
tag_05935_01980363443	அமெரிக்கா சுதந்திரதேவி சிலையைப் போல் மதுரையில் தமிழ்த்தாய் சிலை ஜெயலலிதா அறிவிப்பு
tag_01469_02115672471	விக்கிலீக்ஸ் ரகசியங்களை வெளியிட்டது குற்றமில்லை டேனியல் எல்ஸ்பெர்க்
tag_01424_00849444838	அனைத்துலக குற்றவியல் நீதிமன்றம் மீது ஆப்பிரிக்க ஒன்றியம் குற்றச்சாட்டு
tag_03191_01927190344	வேறு படங்களில் ஷங்கர் கவனம் செலுத்தினார்
tag_01818_00830369549	மனோரமா அவர்கள் ஆயிரம் படங்களுக்கும் மேல் நடித்து மாபெரும் சாதனைப் படைத்துள்ளார்
tag_03777_02134864166	மார்ச் இருபத்தி எட்டு உலக கால்நடை மருத்துவ தினம்
tag_08228_00826211428	கர்நாடக அரசு காவிரி ஆற்றின் குறுக்கே மேகதாது என்ற இடத்தில் புதிய அணை கட்ட முடிவு செய்துள்ளது
tag_01424_01051042015	இஸ்லாமுக்கு மதம் மாறிய பெண் இலங்கை அரசுக்கு எதிராகக் குற்றம் புரிந்ததாகக் கைது
tag_01181_00332414667	பொதுநலவாயத் தலைவர்களின் மாநாடு இலங்கையில் நடைபெறுவது குறித்து கனடா அதிர்ச்சி
tag_09162_00371213299	யூரோ வலயத்தின் பதினெட்டுவது உறுப்பு நாடாக லாத்வியா இணைந்தது
tag_07879_00245119053	தாங்களாகவே முன்வந்து உதவி செய்த ரஜினி ரசிகர்கள் இயக்குனர் பொன்ராம் நெகிழ்ச்சி
tag_01469_00231950015	திருப்பதி வெங்கடாஜலபதியை தரிசனம் செய்ய இணையதளம் மூலமாக முன்பதிவு
tag_03191_02062257742	பங்குச் சந்தை குறியீட்டு எண் சரிவு!
tag_01181_00570681376	நான் என்னுடைய சகோதரியுடன் இணைந்து திருமணங்களை பொறுப்பேற்று நடத்திக் கொடுக்கும் தொழிலையும் செய்து வருகிறேன்
tag_08228_00969422355	கோ‌விலு‌க்கு‌ செ‌ல்ல முடியாத அள‌வி‌ற்கு மழை ‌‌நீ‌ர் வெ‌ள்ள‌ம் போல சூழ்ந்து‌ள்ளது
tag_03777_00064283651	தற்காலத்து மொழிகள் மீதான அம் மொழியின் தாக்கம் மிகவும் பெரியது
tag_07879_01400142579	பிரிட்டானியப் பிரதமர் டேவிட் கேமரன் அம்ரித்சர் படுகொலைகளை நினைவு கூர்ந்தார்
tag_03777_00549213225	வட கடலோர மீனவர்கள் மிகுந்த கவனத்துடன் கடலுக்குள் செல்ல வேண்டும்
tag_09162_00061219626	தூண்டிலுடன் காத்திருக்கும் அமீர்
tag_01181_02104322810	சிக்ஸ்பேக்குக்காக பல மாதங்கள் கஷ்டப்பட்டேன்
tag_01469_00693567733	ஜனவரி இருபத்தி ஆறு உலக சுங்க தினம்
tag_01181_01301153284	விழுந்து கிடக்கும் ரியல் எஸ்டேட் வெளிநாட்டு நிறுவனங்களின் முதலீடுகளால் சூடு பிடிக்கும்
tag_07925_01553716209	லிடன் தாஸ் மற்றும் நசிர் ஹுசைன் ஆகியோர் மட்டும் குறிப்பிடும் வகையில் விளையாடி அரைசதம் அடித்தனர்
tag_03777_01407521485	அதிகாலையில் ஓஸோன் வாயுக்கள் அதிகம் வெளியேறும்
tag_08228_01923363626	விண்வெளியில் உள்ள கழிவுகளை அகற்ற ஸ்விட்சர்லாந்து செயற்கைக்கோள் தயாரிக்கிறது
tag_01181_01746554482	மணிரத்னத்தின் மௌனராகம் படத்தில் பெண் பார்க்க வரும் மோகன் வீட்டில் காத்திருக்க மழையில் உற்சாக நடனம் போடுவாரே ரேவதி
tag_00929_00760813236	நேபாளக் கோவில் திருவிழாவில் மூன்று இலட்சம் ஆடு மாடுகள் பலியிடப்பட்டன
tag_01818_01091985686	சென்னை மாநகரம் தென்னிந்திய நகரங்களில் முக்கிய வர்த்தக மையாமாக விளங்கி வருகிறது
tag_01469_00710201305	சுவாங்கிராயின் எதிர்ப்பை சிம்பாப்வே அதிபர் நிராகரித்தார்
tag_03762_00341070604	அனுராதபுரம் சிறையில் காவல்துறையினர் துப்பாக்கிச் சூடு மூவர் உயிரிழப்பு
tag_05557_01601574176	பரோடா வங்கியில் பத்தாம் வகுப்பு தேர்ச்சி பெற்றவர்களுக்கு வேலை வாய்ப்பு
tag_00929_00081963940	தமிழகத்தில் இத்திட்டத்திற்காக காவிரிப் படுகையை அழிக்க முயல்வது கண்டிக்கத் தக்கது
tag_08288_01828269659	வீரம் படம் முடிந்ததும் உடனே அடுத்தப் படம் பண்ணலாம் என்று அஜித் உங்களிடம் கூறினார்
tag_01181_01912845657	சீனப் புத்தாண்டு களைகட்டியது ஆசியா
tag_01181_00607365263	பழைய தியாகிகளின் படங்களும் ரூபாய் நோட்டில் இடம் பெறும்
tag_07925_00383628747	ஜோதிட ரீதியாக பரிகாரமே இல்லாத பிரச்சனை என்று எதுவும் கிடையாது
tag_05557_00006276031	பின்னர் மார்டின் கப்திலும் பதினைந்து ரன்களில் வெளியேறினார்
tag_01181_01975239236	தனியார் நிறுவனங்கள் வலுவடையும்
tag_01181_00934880025	ஒல்லியாகவும் இல்லாமல் உயரத்திற்கு ஏற்ற சதைப்பிடிப்புடன் இருப்பார்கள்
tag_07925_00765586125	ஜனவரி இருபத்தி நான்கு தேசிய பெண் குழந்தைகள் தினம்
tag_05557_00073765987	அனைத்துத் துறைகளிலும் பாடத்திட்டங்கள் மாற்றியமைக்கப்படும்
tag_09162_01388150471	ஆப்பிள் நிறுவனத்தின் மொத்த மதிப்பு நூற்று எழுபது பில்லியன் சுமார் பதினோறு இலட்சம் கோடி டாலர் ஆகும்
tag_01818_01242665102	சென்னையில் தேவி காம்ப்ளக்ஸ் விஸ்வரூபத்தை வெளியிட‌த் தயாராகவும் ஆர்வமாகவும் இருப்பதாக அறிவித்துள்ளது
tag_05935_00019817980	இந்திய பாராளுமன்றம் இரு சட்ட அவைகளைக் கொண்டுள்ளது
tag_03762_01642809597	பெண்களை மதிக்க வேண்டும் இளங்கோவனுக்கு தமிழிசை சவுந்தரராஜன் வாழ்த்து
tag_03777_00585223400	திருமணத்துக்கு பிறகும் எனது குடும்பத்தில் ஒரு சினிமா நட்சத்திரம் தான் இருக்க வேண்டும்
tag_07925_00571350402	இசுலாம் மதத்திற்கு மாறினார் இசையமைப்பாளர் யுவன் சங்கர் ராஜா
tag_00023_01871221485	நாற்பத்தி ஒன்று தமிழக மீனவர்களை விடுவிக்க நடவடிக்கை எடுக்க வேண்டும்
tag_03191_00279066301	சோவியத் காலத்து புகழ் பெற்ற சிலை மீண்டும் மாஸ்கோ வந்தது
tag_03762_00198884222	சோமாலியா நாடாளுமன்றம் மீது போராளிகள் மோட்டார் தாக்குதல்
tag_01469_01401113059	அனுஷ்காவின் குண்டுத் தோற்றம் அப்படியென்ன படத்தில் சொல்லப் போகிறார்கள் என்ற எதிர்பார்ப்பை ஏற்படுத்தியிருக்கிறது
tag_06418_00457115486	குமரி கடல் பகுதியில் நேற்று முன்தினம் நிலைகொண்டிருந்த குறைந்த காற்றழுத்த தாழ்வுநிலை மேற்கு நோக்கி நகர்ந்தது
tag_03777_00212666553	வேதாளம் பார்த்த பின் என்ன சொன்னார்
tag_03777_01560482560	சிறுகோள் ஒன்றில் முதற்தடவையாக பனிக்கட்டி கண்டுபிடிக்கப்பட்டது
tag_01469_00438647567	அனைத்துத் தரப்பினருக்கும் இந்தப் படம் கண்டிப்பாகப் பிடிக்கும்
tag_03777_01144602937	அமெரிக்க ஆரம்பப் பள்ளியில் துப்பாக்கிச் சூடு இருபது மாணவர்கள் உட்பட இருபத்தி ஏழு பேர் உயிரிழப்பு
tag_09162_00295600617	பங்கு சந்தை வர்த்தகத்தில் ஈடுபட தடை செபி
tag_01424_02078289413	செப்டம்பர் பதினாறு உலக ஓசோன் தினம்
tag_08228_00347547400	செ‌ன்னையை அடு‌த்து‌ள்ள மகாப‌லிபுர‌த்‌தி‌ல் உ‌ள்ள கட‌ற்கரை கோ‌விலையு‌ம் த‌ண்‌ணீ‌ர் ‌வி‌ட்டு வை‌க்க‌வி‌ல்லை
tag_01818_01329987077	விபத்து குறித்து அறிந்த மீட்புக் குழுவினர் சம்பவ இடத்துக்கு விரைந்து வந்து மீட்பு பணியில் ஈடுபட்டனர்
tag_09162_01759425783	கருங்கல்லில் நாதசுரம் வடிவமைத்து நாமக்கல் சிற்பி சாதனை
